epoch,step,test_f1,test_loss,test_precision,test_recall,test_roc_auc,val_f1,val_loss,val_precision,val_recall,val_roc_auc
0,417,,,,,,0.7188612222671509,0.2560325860977173,0.6392405033111572,0.8211382031440735,0.9619659185409546
1,835,,,,,,0.7983871102333069,0.38238680362701416,0.7919999957084656,0.8048780560493469,0.9656074643135071
2,1253,,,,,,0.75,0.3557516932487488,0.7021276354789734,0.8048780560493469,0.9619812965393066
3,1671,,,,,,0.7764706015586853,0.486786812543869,0.75,0.8048780560493469,0.9627346992492676
4,2089,,,,,,0.7279151678085327,0.3662170469760895,0.643750011920929,0.8373983502388,0.961337685585022
5,2090,0.7279151678085327,0.3662170469760895,0.643750011920929,0.8373983502388,0.961337685585022,,,,,
