epoch,step,test_f1,test_loss,test_precision,test_recall,test_roc_auc,val_f1,val_loss,val_precision,val_recall,val_roc_auc
0,417,,,,,,0.7709923386573792,0.27574998140335083,0.7266187071800232,0.8211382031440735,0.9605283737182617
1,835,,,,,,0.6645161509513855,0.2812829315662384,0.5508021116256714,0.8373983502388,0.9696705341339111
2,1253,,,,,,0.7644787430763245,0.4001791477203369,0.7279411554336548,0.8048780560493469,0.96373450756073
3,1671,,,,,,0.7692307829856873,0.36073604226112366,0.7299270033836365,0.8130081295967102,0.9639590382575989
4,2089,,,,,,0.8148148059844971,0.3134349286556244,0.824999988079071,0.8048780560493469,0.9626957774162292
5,2090,0.8148148059844971,0.3134349286556244,0.824999988079071,0.8048780560493469,0.9626957774162292,,,,,
